sn,project_name,street_name,type,postal_district,market_segment,tenure,number_of_units,total_price,area_sq,type_of_area,floor_level,ppsf,date_of_sale
3156,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2780000,1808,Strata,16 to 20,1537,Jul-12
3157,THE HORIZON,HOLT ROAD,Condominium,10,CCR,Freehold,1,2550000,1722,Strata,06 to 10,1481,Jul-12
3158,ORCHARD BEL AIR,ORCHARD BOULEVARD,Condominium,10,CCR,99 yrs lease commencing from 1980,1,4400000,3229,Strata,06 to 10,1363,Jul-12
3159,EWE BOON REGENT,EWE BOON ROAD,Apartment,10,CCR,Freehold,1,1598888,1141,Strata,01 to 05,1401,Jul-12
3160,THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,1,1230000,786,Strata,06 to 10,1565,Jul-12
3161,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3683400,2110,Strata,16 to 20,1746,Jul-12
3162,FIFTH AVENUE CONDOMINIUM,FIFTH AVENUE,Condominium,10,CCR,Freehold,1,2540000,1582,Strata,01 to 05,1605,Jul-12
3163,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1358000,1109,Strata,11 to 15,1225,Jul-12
3164,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,4822000,2077,Strata,21 to 25,2321,Jul-12
3165,RIDGEWOOD,MOUNT SINAI DRIVE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,1980000,1744,Strata,11 to 15,1135,Jul-12
3166,BEVERLY HILL,GRANGE ROAD,Condominium,10,CCR,Freehold,1,8300000,3778,Strata,21 to 25,2197,Jul-12
3167,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1220000,581,Strata,06 to 10,2099,Jun-12
3168,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1800000,1216,Strata,06 to 10,1480,Jun-12
3169,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,5510000,2260,Strata,06 to 10,2438,Jun-12
3170,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1192400,581,Strata,01 to 05,2051,Jun-12
3171,OLINA LODGE,HOLLAND HILL,Condominium,10,CCR,Freehold,1,1880000,1539,Strata,01 to 05,1221,Jun-12
3172,GARDENVILLE,WALSHE ROAD,Condominium,10,CCR,Freehold,1,3360000,1765,Strata,01 to 05,1903,Jun-12
3173,THE HORIZON,HOLT ROAD,Condominium,10,CCR,Freehold,1,2270000,1561,Strata,06 to 10,1454,Jun-12
3174,D' DALVEY,DALVEY ESTATE,Apartment,10,CCR,Freehold,1,1510000,926,Strata,01 to 05,1631,Jun-12
3175,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,2170000,1711,Strata,01 to 05,1268,Jun-12
3176,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3100000,1894,Strata,11 to 15,1636,Jun-12
3177,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1820000,1216,Strata,11 to 15,1496,Jun-12
3178,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1300000,786,Strata,06 to 10,1654,Jun-12
3179,THE ELEMENT @ STEVENS,STEVENS ROAD,Apartment,10,CCR,Freehold,1,1965000,1389,Strata,01 to 05,1415,Jun-12
3180,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,1,11300000,5134,Strata,16 to 20,2201,Jun-12
3181,GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,1,2020000,1195,Strata,01 to 05,1691,Jun-12
3182,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2908520,2002,Strata,06 to 10,1453,Jun-12
3183,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,1,2325000,1432,Strata,01 to 05,1624,Jun-12
3184,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,2500000,1884,Strata,01 to 05,1327,Jun-12
3185,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3400300,1894,Strata,21 to 25,1795,Jun-12
3186,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2921090,2013,Strata,06 to 10,1451,Jun-12
3187,CORONA VILLE,JALAN HAJI ALIAS,Condominium,10,CCR,Freehold,1,1835000,1528,Strata,01 to 05,1201,Jun-12
3188,THE LOFT,NASSIM HILL,Condominium,10,CCR,99 yrs lease commencing from 1999,1,3051300,1453,Strata,01 to 05,2100,Jun-12
3189,LEEDON 2,LEEDON ROAD,Condominium,10,CCR,Freehold,1,1630000,1109,Strata,01 to 05,1470,Jun-12
3190,DORMER PARK,JERVOIS ROAD,Condominium,10,CCR,Freehold,1,1725000,1249,Strata,01 to 05,1382,Jun-12
3191,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1792400,1206,Strata,06 to 10,1487,Jun-12
3192,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1099756,538,Strata,06 to 10,2043,Jun-12
3193,QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,1,2412450,1787,Strata,11 to 15,1350,Jun-12
3194,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2933070,2013,Strata,06 to 10,1457,Jun-12
3195,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1696600,936,Strata,06 to 10,1812,Jun-12
3196,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,3807440,2465,Strata,16 to 20,1545,Jun-12
3197,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2500000,1701,Strata,11 to 15,1470,Jun-12
3198,BALMORAL GATE,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,2500000,1572,Strata,11 to 15,1591,Jun-12
3199,THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,3300000,2164,Strata,06 to 10,1525,Jun-12
3200,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,1800000,1367,Strata,01 to 05,1317,Jun-12
3201,MARTINA MANSIONS,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,3200000,2443,Strata,16 to 20,1310,Jun-12
3202,THE ORANGE GROVE,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,1,8900000,4047,Strata,11 to 15,2199,Jun-12
3203,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1097500,538,Strata,01 to 05,2039,Jun-12
3204,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1485600,840,Strata,06 to 10,1769,Jun-12
3205,MONTVIEW,MOUNT SINAI DRIVE,Condominium,10,CCR,Freehold,1,2730000,1744,Strata,21 to 25,1566,Jun-12
3206,HOOT KIAM MANSION,HOOT KIAM ROAD,Apartment,10,CCR,Freehold,1,1100000,1066,Strata,01 to 05,1032,Jun-12
3207,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1375000,947,Strata,01 to 05,1452,Jun-12
3208,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1075550,538,Strata,01 to 05,1998,Jun-12
3209,ROBIN REGALIA,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1400000,958,Strata,01 to 05,1461,Jun-12
3210,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3070000,1894,Strata,16 to 20,1621,Jun-12
3211,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,1,2620000,1668,Strata,06 to 10,1570,Jun-12
3212,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,1835000,1367,Strata,01 to 05,1342,Jun-12
3213,THE EQUATORIAL,STEVENS ROAD,Condominium,10,CCR,Freehold,1,2550000,1507,Strata,11 to 15,1692,Jun-12
3214,BOTANIC GARDENS MANSION,TAMAN SERASI,Apartment,10,CCR,Freehold,1,2500000,1399,Strata,06 to 10,1787,Jun-12
3215,JERVOIS JADE APARTMENTS,JERVOIS CLOSE,Apartment,10,CCR,99 yrs lease commencing from 1998,1,1220000,1044,Strata,06 to 10,1168,Jun-12
3216,CUSCADEN ROYALE,CUSCADEN WALK,Apartment,10,CCR,Freehold,1,2300000,936,Strata,06 to 10,2456,Jun-12
3217,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1359500,818,Strata,06 to 10,1662,Jun-12
3218,CITY TOWERS,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,2600000,1701,Strata,01 to 05,1529,Jun-12
3219,BOULEVARD VUE,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,16800000,4489,Strata,11 to 15,3743,Jun-12
3220,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1750000,1216,Strata,06 to 10,1439,Jun-12
3221,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,1720000,1012,Strata,16 to 20,1700,Jun-12
3222,CASABELLA,DUCHESS AVENUE,Condominium,10,CCR,Freehold,1,2570000,2131,Strata,01 to 05,1206,Jun-12
3223,SOMMERVILLE GRANDEUR,FARRER DRIVE,Condominium,10,CCR,Freehold,1,2850000,1884,Strata,01 to 05,1513,Jun-12
3224,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1192150,818,Strata,01 to 05,1457,Jun-12
3225,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,1815000,1346,Strata,01 to 05,1349,Jun-12
3226,JERVOIS JADE APARTMENTS,JERVOIS CLOSE,Apartment,10,CCR,99 yrs lease commencing from 1998,1,2170000,2056,Strata,16 to 20,1055,Jun-12
3227,TANGLIN RESIDENCES,ST. MARTIN'S DRIVE,Condominium,10,CCR,Freehold,1,7700000,4930,Strata,-,1562,Jun-12
3228,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1806050,1238,Strata,01 to 05,1459,Jun-12
3229,RV SUITES,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,970000,603,Strata,06 to 10,1609,Jun-12
3230,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1110980,538,Strata,06 to 10,2064,Jun-12
3231,JERVOIS JADE APARTMENTS,JERVOIS CLOSE,Apartment,10,CCR,99 yrs lease commencing from 1998,1,1310000,1141,Strata,01 to 05,1148,Jun-12
3232,THE MERCURY,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1380000,1206,Strata,16 to 20,1145,Jun-12
3233,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1390000,958,Strata,06 to 10,1451,Jun-12
3234,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1682100,1152,Strata,06 to 10,1460,Jun-12
3235,VOLARI,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,5200000,2174,Strata,06 to 10,2392,Jun-12
3236,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1752900,1195,Strata,01 to 05,1467,Jun-12
3237,KELLOCK LODGE,KELLOCK ROAD,Apartment,10,CCR,Freehold,1,1190000,893,Strata,06 to 10,1332,Jun-12
3238,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,3350000,2239,Strata,11 to 15,1496,Jun-12
3239,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1179000,797,Strata,01 to 05,1480,Jun-12
3240,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1897800,1216,Strata,16 to 20,1560,Jun-12
3241,JERVOIS GROVE,JERVOIS ROAD,Apartment,10,CCR,Freehold,1,1880000,1399,Strata,01 to 05,1344,Jun-12
3242,CASABELLA,DUCHESS AVENUE,Condominium,10,CCR,Freehold,1,4200000,3703,Strata,-,1134,Jun-12
3243,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,1890000,1195,Strata,16 to 20,1582,Jun-12
3244,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1670800,1130,Strata,06 to 10,1478,Jun-12
3245,VENTUNO BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,2000000,1313,Strata,01 to 05,1523,Jun-12
3246,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1880000,1216,Strata,16 to 20,1546,Jun-12
3247,ORCHARD BEL AIR,ORCHARD BOULEVARD,Condominium,10,CCR,99 yrs lease commencing from 1980,1,4300000,3229,Strata,01 to 05,1332,Jun-12
3248,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,1,980000,592,Strata,01 to 05,1655,Jun-12
3249,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3300000,2174,Strata,11 to 15,1518,Jun-12
3250,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,2250000,2088,Strata,01 to 05,1077,Jun-12
3251,TOMLINSON HEIGHTS,TOMLINSON ROAD,Condominium,10,CCR,Freehold,1,12000000,4004,Strata,06 to 10,2997,Jun-12
3252,AVALON,ANDERSON ROAD,Condominium,10,CCR,Freehold,1,3110000,1830,Strata,06 to 10,1700,Jun-12
3253,QUEENSBERRY LODGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1620000,1238,Strata,01 to 05,1309,Jun-12
3254,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1335000,1109,Strata,01 to 05,1204,Jun-12
3255,RV SUITES,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,955000,538,Strata,01 to 05,1774,Jun-12
3256,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,2628450,1593,Strata,11 to 15,1650,Jun-12
3257,RIDGEWOOD,MOUNT SINAI RISE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,1938000,1615,Strata,11 to 15,1200,Jun-12
3258,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1680000,1216,Strata,11 to 15,1381,Jun-12
3259,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,1780000,1066,Strata,06 to 10,1670,Jun-12
3260,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,2050000,1302,Strata,01 to 05,1574,Jun-12
3261,FERRELL RESIDENCES,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,3600000,1841,Strata,16 to 20,1956,Jun-12
3262,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1927330,1346,Strata,06 to 10,1432,Jun-12
3263,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1102500,635,Strata,21 to 25,1736,Jun-12
3264,PALM SPRING,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2286000,1485,Strata,06 to 10,1539,Jun-12
3265,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1097500,538,Strata,01 to 05,2039,Jun-12
3266,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,1,2350000,1518,Strata,01 to 05,1548,Jun-12
3267,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1080100,527,Strata,01 to 05,2048,Jun-12
3268,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,1,4000000,2260,Strata,01 to 05,1770,Jun-12
3269,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3826600,2174,Strata,01 to 05,1760,Jun-12
3270,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,1650000,1087,Strata,01 to 05,1518,Jun-12
3271,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1728300,990,Strata,06 to 10,1745,Jun-12
3272,HOLLAND TOWER,HOLLAND HEIGHTS,Apartment,10,CCR,Freehold,1,2000000,1873,Strata,01 to 05,1068,Jun-12
3273,KUM HING COURT,TOMLINSON ROAD,Apartment,10,CCR,Freehold,1,3230000,1625,Strata,01 to 05,1987,Jun-12
3274,THE MERCURY,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,2200000,1927,Strata,16 to 20,1142,Jun-12
3275,THE EQUATORIAL,STEVENS ROAD,Condominium,10,CCR,Freehold,1,2000000,1249,Strata,11 to 15,1602,Jun-12
3276,THE MERCURY,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,2000000,1927,Strata,16 to 20,1038,Jun-12
3277,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2613500,1722,Strata,16 to 20,1518,Jun-12
3278,J C DRAYCOTT,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,1,1700000,797,Strata,06 to 10,2134,Jun-12
3279,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1093000,635,Strata,21 to 25,1721,Jun-12
3280,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,1700000,1044,Strata,06 to 10,1628,Jun-12
3281,QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,1,1950000,1679,Strata,01 to 05,1161,Jun-12
3282,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,2301375,1615,Strata,01 to 05,1425,Jun-12
3283,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2812980,1938,Strata,06 to 10,1452,May-12
3284,BOTANIC GARDENS VIEW,TAMAN SERASI,Apartment,10,CCR,Freehold,1,2320000,1410,Strata,01 to 05,1645,May-12
3285,MELROSE PARK,KELLOCK ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2300000,1346,Strata,06 to 10,1709,May-12
3286,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2658740,1830,Strata,01 to 05,1453,May-12
3287,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,1,8300000,2885,Strata,06 to 10,2877,May-12
3288,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1097500,538,Strata,01 to 05,2039,May-12
3289,CHATELET,MARGOLIOUTH ROAD,Condominium,10,CCR,Freehold,1,2200000,1582,Strata,01 to 05,1390,May-12
3290,ONE TREE HILL MANSIONS,ONE TREE HILL,Apartment,10,CCR,99 yrs lease commencing from 1973,1,1968000,1615,Strata,06 to 10,1219,May-12
3291,MONTVIEW,MOUNT SINAI DRIVE,Condominium,10,CCR,Freehold,1,2330000,1507,Strata,16 to 20,1546,May-12
3292,THE ORANGE GROVE,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,1,6372495,2691,Strata,06 to 10,2368,May-12
3293,THE ORANGE GROVE,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,1,4983000,2153,Strata,06 to 10,2315,May-12
3294,THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,1,1170000,797,Strata,06 to 10,1469,May-12
3295,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,1,3522750,2013,Strata,01 to 05,1750,May-12
3296,ARDMORE II,ARDMORE PARK,Condominium,10,CCR,Freehold,1,5100000,2024,Strata,06 to 10,2520,May-12
3297,CUSCADEN RESIDENCES,CUSCADEN ROAD,Condominium,10,CCR,Freehold,1,5510000,2088,Strata,16 to 20,2639,May-12
3298,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,2432300,1346,Strata,11 to 15,1808,May-12
3299,PINEWOOD GARDENS,BALMORAL PARK,Condominium,10,CCR,Freehold,1,2000000,1249,Strata,01 to 05,1602,May-12
3300,HOLLAND COURT,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,2450000,1948,Strata,06 to 10,1258,May-12
3301,BOTANIC GARDENS VIEW,TAMAN SERASI,Apartment,10,CCR,Freehold,1,2650000,1410,Strata,06 to 10,1879,May-12
3302,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1805560,1184,Strata,11 to 15,1525,May-12
3303,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1069390,721,Strata,06 to 10,1483,May-12
3304,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1105830,743,Strata,06 to 10,1489,May-12
3305,RIDGEWOOD,RIDGEWOOD CLOSE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2400000,2002,Strata,16 to 20,1199,May-12
3306,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,1740000,1378,Strata,01 to 05,1263,May-12
3307,CONDOMINIUM DEVELOPMENT,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,5050000,3961,Strata,06 to 10,1275,May-12
3308,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1390000,1033,Strata,06 to 10,1345,May-12
3309,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,2472200,1346,Strata,11 to 15,1837,May-12
3310,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1069390,721,Strata,06 to 10,1483,May-12
3311,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2070000,1249,Strata,21 to 25,1658,May-12
3312,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1850000,1313,Strata,06 to 10,1409,May-12
3313,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1190000,850,Strata,01 to 05,1399,May-12
3314,BALMORAL HILLS,BALMORAL PARK,Condominium,10,CCR,Freehold,1,2630000,1389,Strata,06 to 10,1894,May-12
3315,MONTVIEW,MOUNT SINAI DRIVE,Condominium,10,CCR,Freehold,1,2680000,1744,Strata,16 to 20,1537,May-12
3316,ALLSWORTH PARK,HOLLAND ROAD,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2758000,1959,Strata,06 to 10,1408,May-12
3317,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1120700,635,Strata,21 to 25,1765,May-12
3318,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3420000,2207,Strata,16 to 20,1550,May-12
3319,THE ASTON,KAY POH ROAD,Apartment,10,CCR,Freehold,1,1530000,1109,Strata,06 to 10,1380,May-12
3320,DLV.,DALVEY ROAD,Apartment,10,CCR,Freehold,1,2020000,1130,Strata,01 to 05,1787,May-12
3321,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,1710000,1012,Strata,06 to 10,1690,May-12
3322,D'LEEDON,LEEDON HEIGHTS,Condominium,10,RCR,99 yrs lease commencing from 2010,1,955700,635,Strata,06 to 10,1505,May-12
3323,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,1,3533800,1765,Strata,06 to 10,2002,May-12
3324,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,990300,667,Strata,06 to 10,1484,May-12
3325,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3542400,2207,Strata,01 to 05,1605,May-12
3326,CONDOMINIUM DEVELOPMENT,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,1360000,980,Strata,01 to 05,1388,May-12
3327,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1180870,818,Strata,01 to 05,1443,May-12
3328,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,980397,667,Strata,06 to 10,1469,May-12
3329,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1102100,635,Strata,21 to 25,1735,May-12
3330,THE FORD @ HOLLAND,FORD AVENUE,Condominium,10,CCR,Freehold,1,980000,506,Strata,01 to 05,1937,May-12
3331,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1817930,1249,Strata,06 to 10,1456,May-12
3332,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,1,6700000,3649,Strata,21 to 25,1836,May-12
3333,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1971680,1356,Strata,06 to 10,1454,May-12
3334,FAIRLODGE,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,1630000,1313,Strata,01 to 05,1241,May-12
3335,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,3120000,1948,Strata,06 to 10,1601,May-12
3336,WATERFALL GARDENS,FARRER ROAD,Condominium,10,CCR,Freehold,1,3700260,2196,Strata,01 to 05,1685,May-12
3337,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,2050000,1410,Strata,06 to 10,1454,May-12
3338,THE SERENADE @ HOLLAND,HOLLAND ROAD,Condominium,10,CCR,99 yrs lease commencing from 2001,1,1720000,1539,Strata,01 to 05,1117,May-12
3339,GISBORNE LIGHT,EWE BOON ROAD,Apartment,10,CCR,Freehold,1,1200000,947,Strata,01 to 05,1267,May-12
3340,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1640000,1173,Strata,01 to 05,1398,May-12
3341,DLV.,DALVEY ROAD,Apartment,10,CCR,Freehold,1,1138000,743,Strata,01 to 05,1532,May-12
3342,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1850000,1324,Strata,06 to 10,1397,May-12
3343,DUCHESS MANOR,DUCHESS ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,1,1633000,990,Strata,01 to 05,1649,May-12
3344,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,1,6185300,2788,Strata,06 to 10,2219,May-12
3345,RIDGEWOOD,RIDGEWOOD CLOSE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2300000,2002,Strata,16 to 20,1149,May-12
3346,THE SERENADE @ HOLLAND,HOLLAND ROAD,Condominium,10,CCR,99 yrs lease commencing from 2001,1,1695000,1507,Strata,16 to 20,1125,May-12
3347,RV SUITES,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,939800,527,Strata,01 to 05,1782,May-12
3348,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1775000,1313,Strata,06 to 10,1352,May-12
3349,WATERFALL GARDENS,FARRER ROAD,Condominium,10,CCR,Freehold,1,2900000,2196,Strata,01 to 05,1321,May-12
