sn,project_name,street_name,type,postal_district,market_segment,tenure,number_of_units,total_price,area_sq,type_of_area,floor_level,ppsf,date_of_sale
755,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1410400,689,Strata,06 to 10,2047,Nov-13
756,PINETREE CONDOMINIUM,BALMORAL PARK,Condominium,10,CCR,Freehold,1,1880000,1206,Strata,01 to 05,1559,Nov-13
757,BALMORAL HILLS,BALMORAL PARK,Condominium,10,CCR,Freehold,1,3590000,1841,Strata,06 to 10,1950,Nov-13
758,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1005000,710,Strata,06 to 10,1415,Nov-13
759,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2165030,1496,Strata,11 to 15,1447,Nov-13
760,CORONA VILLE,JALAN HAJI ALIAS,Condominium,10,CCR,Freehold,1,1650000,1432,Strata,01 to 05,1153,Nov-13
761,QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,1,2338000,1787,Strata,16 to 20,1308,Nov-13
762,BALMORAL HEIGHTS,BALMORAL CRESCENT,Apartment,10,CCR,Freehold,1,1920000,1163,Strata,06 to 10,1652,Nov-13
763,SPANISH VILLAGE,FARRER ROAD,Condominium,10,CCR,Freehold,1,1200000,786,Strata,01 to 05,1527,Nov-13
764,ORCHARD BEL AIR,ORCHARD BOULEVARD,Condominium,10,CCR,99 yrs lease commencing from 1980,1,4260000,3229,Strata,11 to 15,1319,Nov-13
765,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2729180,1711,Strata,16 to 20,1595,Nov-13
766,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1856120,947,Strata,01 to 05,1960,Nov-13
767,RESIDENTIAL APARTMENTS,DUCHESS ROAD,Apartment,10,CCR,999 yrs lease commencing from 1875,1,2900000,1625,Strata,01 to 05,1784,Nov-13
768,RESIDENTIAL APARTMENTS,DUCHESS ROAD,Apartment,10,CCR,999 yrs lease commencing from 1875,1,2900000,1625,Strata,01 to 05,1784,Nov-13
769,RESIDENTIAL APARTMENTS,DUCHESS ROAD,Apartment,10,CCR,999 yrs lease commencing from 1875,1,2900000,1625,Strata,01 to 05,1784,Nov-13
770,RESIDENTIAL APARTMENTS,DUCHESS ROAD,Apartment,10,CCR,999 yrs lease commencing from 1875,1,2900000,1625,Strata,01 to 05,1784,Nov-13
771,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,15680000,10710,Strata,11 to 15,1464,Nov-13
772,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2198540,1206,Strata,06 to 10,1824,Nov-13
773,THE SERENADE @ HOLLAND,HOLLAND ROAD,Condominium,10,CCR,99 yrs lease commencing from 2001,1,1965000,1539,Strata,06 to 10,1277,Nov-13
774,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1906970,1076,Strata,26 to 30,1772,Nov-13
775,CUSCADEN RESIDENCES,CUSCADEN ROAD,Condominium,10,CCR,Freehold,1,2800000,1238,Strata,11 to 15,2262,Nov-13
776,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1448120,689,Strata,06 to 10,2102,Nov-13
777,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1754800,861,Strata,01 to 05,2038,Nov-13
778,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,5000000,3003,Strata,01 to 05,1665,Nov-13
779,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2113350,1367,Strata,16 to 20,1546,Nov-13
780,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,6631308,2669,Strata,06 to 10,2484,Nov-13
781,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2738190,1711,Strata,16 to 20,1600,Nov-13
782,THE MARBELLA,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,1,2700000,1582,Strata,06 to 10,1706,Nov-13
783,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1533000,786,Strata,01 to 05,1951,Nov-13
784,SHEARES VILLE,HOLT ROAD,Apartment,10,CCR,Freehold,1,2200000,1475,Strata,06 to 10,1492,Nov-13
785,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2594030,1518,Strata,26 to 30,1709,Nov-13
786,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2201750,1496,Strata,16 to 20,1472,Nov-13
787,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2248760,1475,Strata,11 to 15,1525,Nov-13
788,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,1,2500000,1765,Strata,06 to 10,1416,Nov-13
789,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2174720,1464,Strata,01 to 05,1486,Nov-13
790,THE MARBELLA,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,1,1820000,1076,Strata,01 to 05,1691,Nov-13
791,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2188240,1206,Strata,06 to 10,1815,Nov-13
792,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2192490,1496,Strata,16 to 20,1465,Nov-13
793,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1161240,592,Strata,06 to 10,1961,Nov-13
794,CLUNY PARK RESIDENCE,CLUNY PARK ROAD,Condominium,10,CCR,Freehold,1,2670000,840,Strata,01 to 05,3180,Nov-13
795,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,3361420,2185,Strata,21 to 25,1538,Nov-13
796,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2108100,1141,Strata,01 to 05,1848,Nov-13
797,JERVOIS GROVE,JERVOIS ROAD,Apartment,10,CCR,Freehold,1,1850000,1410,Strata,01 to 05,1312,Nov-13
798,ARDMORE II,ARDMORE PARK,Condominium,10,CCR,Freehold,1,5750000,2024,Strata,26 to 30,2841,Nov-13
799,CLUNY PARK RESIDENCE,CLUNY PARK ROAD,Condominium,10,CCR,Freehold,1,2610000,840,Strata,01 to 05,3109,Nov-13
800,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2069320,1356,Strata,11 to 15,1526,Nov-13
801,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2035830,1356,Strata,11 to 15,1501,Nov-13
802,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1156090,592,Strata,01 to 05,1953,Nov-13
803,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1142920,549,Strata,01 to 05,2082,Nov-13
804,KELLOCK LODGE,KELLOCK ROAD,Apartment,10,CCR,Freehold,1,1250000,893,Strata,06 to 10,1399,Nov-13
805,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1312460,614,Strata,06 to 10,2139,Nov-13
806,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,2130000,1324,Strata,01 to 05,1609,Nov-13
807,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1756000,861,Strata,01 to 05,2039,Oct-13
808,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1334140,678,Strata,01 to 05,1967,Oct-13
809,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2770830,1981,Strata,16 to 20,1399,Oct-13
810,THE SIERRA,MOUNT SINAI DRIVE,Apartment,10,CCR,947 yrs lease commencing from 1937,1,1460000,1141,Strata,01 to 05,1280,Oct-13
811,GARDENVILLE,WALSHE ROAD,Condominium,10,CCR,Freehold,1,3200000,1582,Strata,06 to 10,2022,Oct-13
812,RIDGEWOOD,RIDGEWOOD CLOSE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,1635000,1528,Strata,01 to 05,1070,Oct-13
813,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,2050000,1593,Strata,01 to 05,1287,Oct-13
814,OLINA LODGE,HOLLAND HILL,Condominium,10,CCR,Freehold,1,2150000,1625,Strata,01 to 05,1323,Oct-13
815,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2192570,1281,Strata,26 to 30,1712,Oct-13
816,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1301400,635,Strata,26 to 30,2049,Oct-13
817,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,1,10500000,2885,Strata,26 to 30,3640,Oct-13
818,JERVOIS REGENCY,JERVOIS ROAD,Apartment,10,CCR,Freehold,1,1570000,1033,Strata,01 to 05,1519,Oct-13
819,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,925000,818,Strata,01 to 05,1131,Oct-13
820,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2088900,1055,Strata,06 to 10,1980,Oct-13
821,THE GRANGE,GRANGE GARDEN,Condominium,10,CCR,Freehold,1,5700000,2282,Strata,16 to 20,2498,Oct-13
822,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,3236370,2067,Strata,26 to 30,1566,Oct-13
823,THE ESTORIL,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,3150000,2088,Strata,01 to 05,1508,Oct-13
824,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,1,5200000,2142,Strata,06 to 10,2428,Oct-13
825,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2145910,1496,Strata,06 to 10,1434,Oct-13
826,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,2860000,1884,Strata,01 to 05,1518,Oct-13
827,BALMORAL 8,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,3600000,1841,Strata,06 to 10,1956,Oct-13
828,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,971700,452,Strata,06 to 10,2149,Oct-13
829,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2880000,1808,Strata,06 to 10,1593,Oct-13
830,THE SIENA,TAN KIM CHENG ROAD,Apartment,10,CCR,99 yrs lease commencing from 2013,1,1985333,850,Strata,01 to 05,2335,Oct-13
831,THE HORIZON,HOLT ROAD,Condominium,10,CCR,Freehold,1,2475000,1561,Strata,01 to 05,1586,Oct-13
832,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2931820,2024,Strata,11 to 15,1449,Oct-13
833,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2267750,1141,Strata,01 to 05,1988,Oct-13
834,WATERFALL GARDENS,FARRER ROAD,Condominium,10,CCR,Freehold,1,4000000,2583,Strata,01 to 05,1548,Oct-13
835,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,1366000,614,Strata,01 to 05,2226,Oct-13
836,ROBIN REGALIA,ROBIN ROAD,Apartment,10,CCR,Freehold,1,2030000,1249,Strata,01 to 05,1626,Oct-13
837,CLUNY PARK RESIDENCE,CLUNY PARK ROAD,Condominium,10,CCR,Freehold,1,5200000,1690,Strata,01 to 05,3077,Oct-13
838,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,5300000,2260,Strata,06 to 10,2345,Oct-13
839,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1385800,689,Strata,01 to 05,2012,Oct-13
840,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2154240,1292,Strata,26 to 30,1668,Oct-13
841,BLISSFUL VIEW,HOLLAND HILL,Apartment,10,CCR,Freehold,1,2040800,1518,Strata,06 to 10,1345,Oct-13
842,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2380420,1399,Strata,26 to 30,1701,Oct-13
843,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2135540,1292,Strata,26 to 30,1653,Oct-13
844,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,853620,420,Strata,01 to 05,2033,Oct-13
845,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,3881000,1905,Strata,01 to 05,2037,Oct-13
846,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1650000,732,Strata,16 to 20,2254,Oct-13
847,QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,1,2150000,1679,Strata,01 to 05,1280,Oct-13
848,THE GRANGE,GRANGE GARDEN,Condominium,10,CCR,Freehold,1,5550000,2293,Strata,06 to 10,2421,Oct-13
849,MUTIARA CREST,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,810000,474,Strata,01 to 05,1710,Oct-13
850,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2097800,1141,Strata,01 to 05,1839,Oct-13
851,RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,855000,420,Strata,01 to 05,2037,Oct-13
852,ONE BALMORAL,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,3400000,1410,Strata,06 to 10,2411,Oct-13
853,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,4237520,1981,Strata,01 to 05,2140,Oct-13
854,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2118400,1141,Strata,01 to 05,1857,Oct-13
855,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2180200,1141,Strata,11 to 15,1911,Oct-13
856,SIXTH AVENUE VILLE,SIXTH AVENUE,Condominium,10,CCR,Freehold,1,2200000,1550,Strata,01 to 05,1419,Oct-13
857,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,915120,452,Strata,01 to 05,2024,Oct-13
858,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1680000,1012,Strata,01 to 05,1660,Oct-13
859,NATHAN SUITES,NATHAN ROAD,Condominium,10,CCR,Freehold,1,1828000,926,Strata,11 to 15,1975,Oct-13
860,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,3008000,1389,Strata,01 to 05,2166,Oct-13
861,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,866740,420,Strata,01 to 05,2065,Oct-13
862,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,861820,420,Strata,01 to 05,2053,Oct-13
863,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,2830000,1948,Strata,01 to 05,1453,Oct-13
864,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1709700,861,Strata,01 to 05,1985,Oct-13
865,ARDMORE II,ARDMORE PARK,Condominium,10,CCR,Freehold,1,5970000,2024,Strata,21 to 25,2950,Oct-13
866,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,1,4500000,2250,Strata,01 to 05,2000,Oct-13
867,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1778000,861,Strata,06 to 10,2065,Oct-13
868,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1325120,678,Strata,01 to 05,1954,Oct-13
869,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,879040,420,Strata,06 to 10,2094,Oct-13
870,THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,1,2850000,1270,Strata,16 to 20,2244,Oct-13
871,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,856080,420,Strata,01 to 05,2039,Oct-13
872,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,2333700,1033,Strata,01 to 05,2258,Oct-13
873,DUKES RESIDENCE,DUKE'S ROAD,Apartment,10,CCR,Freehold,1,2680000,1701,Strata,01 to 05,1576,Oct-13
874,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4367619,2131,Strata,06 to 10,2049,Oct-13
875,THE MARBELLA,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,1,2500000,1464,Strata,21 to 25,1708,Oct-13
876,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2164800,1119,Strata,06 to 10,1934,Oct-13
877,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2120550,1055,Strata,06 to 10,2010,Oct-13
878,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1884540,947,Strata,06 to 10,1990,Oct-13
879,GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,1,6800000,2583,Strata,11 to 15,2632,Oct-13
880,ONE CHATSWORTH,CHATSWORTH ROAD,Apartment,10,CCR,Freehold,1,7000000,3305,Strata,16 to 20,2118,Oct-13
881,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1865590,947,Strata,06 to 10,1970,Oct-13
882,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,1909000,893,Strata,01 to 05,2137,Oct-13
883,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,862000,420,Strata,01 to 05,2053,Oct-13
884,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1539870,775,Strata,06 to 10,1987,Oct-13
885,HOLLAND HILL LODGE,HOLLAND HILL,Apartment,10,CCR,Freehold,1,2200000,2185,Strata,01 to 05,1007,Oct-13
886,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,873300,420,Strata,01 to 05,2080,Oct-13
887,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1428440,689,Strata,01 to 05,2074,Oct-13
888,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1615000,1033,Strata,06 to 10,1563,Oct-13
889,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1784320,861,Strata,01 to 05,2072,Oct-13
890,GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,1,3100000,1733,Strata,01 to 05,1789,Oct-13
891,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2412130,1582,Strata,26 to 30,1524,Oct-13
892,THE BALMORAL,BALMORAL PARK,Condominium,10,CCR,Freehold,1,12000000,7642,Strata,01 to 05,1570,Sep-13
893,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,856080,420,Strata,01 to 05,2039,Sep-13
894,CASABELLA,DUCHESS AVENUE,Condominium,10,CCR,Freehold,1,2080000,1281,Strata,01 to 05,1624,Sep-13
895,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1754670,947,Strata,01 to 05,1852,Sep-13
896,GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,1,8570000,2852,Strata,11 to 15,3004,Sep-13
897,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2600000,1324,Strata,11 to 15,1964,Sep-13
898,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2169900,1141,Strata,06 to 10,1902,Sep-13
899,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,1940000,1055,Strata,06 to 10,1839,Sep-13
900,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1391540,689,Strata,01 to 05,2020,Sep-13
901,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2139000,1141,Strata,06 to 10,1875,Sep-13
902,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,3050000,1701,Strata,01 to 05,1793,Sep-13
903,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2159600,1141,Strata,06 to 10,1893,Sep-13
904,DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,1,2760000,1464,Strata,01 to 05,1885,Sep-13
905,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1875070,947,Strata,06 to 10,1980,Sep-13
906,MONTVIEW,MOUNT SINAI DRIVE,Condominium,10,CCR,Freehold,1,1870000,1227,Strata,06 to 10,1524,Sep-13
907,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,851160,420,Strata,01 to 05,2028,Sep-13
908,THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,1,1500000,980,Strata,06 to 10,1531,Sep-13
909,THE SIENA,TAN KIM CHENG ROAD,Apartment,10,CCR,99 yrs lease commencing from 2013,1,1758730,753,Strata,01 to 05,2334,Sep-13
910,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1744000,861,Strata,06 to 10,2025,Sep-13
911,JERVOIS LODGE,JERVOIS ROAD,Condominium,10,CCR,Freehold,1,1850000,1238,Strata,01 to 05,1495,Sep-13
912,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,868380,420,Strata,06 to 10,2069,Sep-13
913,GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,1,2980000,1755,Strata,01 to 05,1698,Sep-13
914,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1395640,689,Strata,01 to 05,2026,Sep-13
915,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,848700,420,Strata,01 to 05,2022,Sep-13
916,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,845000,420,Strata,01 to 05,2013,Sep-13
917,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1766280,861,Strata,06 to 10,2051,Sep-13
918,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2572940,1324,Strata,06 to 10,1943,Sep-13
919,RESIDENTIAL APARTMENTS,HOOT KIAM ROAD,Apartment,10,CCR,Freehold,1,1450000,1216,Strata,01 to 05,1192,Sep-13
920,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,942180,452,Strata,06 to 10,2084,Sep-13
921,SOMMERVILLE GRANDEUR,FARRER DRIVE,Condominium,10,CCR,Freehold,1,3250000,1830,Strata,01 to 05,1776,Sep-13
922,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,903640,452,Strata,01 to 05,1999,Sep-13
923,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1742500,861,Strata,01 to 05,2024,Sep-13
924,RIDGEWOOD,RIDGEWOOD CLOSE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,1600000,1399,Strata,01 to 05,1143,Sep-13
925,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1137770,549,Strata,01 to 05,2073,Sep-13
926,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2128700,1141,Strata,06 to 10,1866,Sep-13
927,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1428440,689,Strata,06 to 10,2074,Sep-13
928,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1302160,614,Strata,06 to 10,2122,Sep-13
929,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1235620,549,Strata,06 to 10,2251,Sep-13
930,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,1,6800000,2756,Strata,11 to 15,2468,Sep-13
931,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,2557490,1324,Strata,06 to 10,1932,Sep-13
932,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,868380,420,Strata,06 to 10,2069,Sep-13
933,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1750000,861,Strata,06 to 10,2032,Sep-13
934,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,1361000,614,Strata,01 to 05,2218,Sep-13
935,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1230470,549,Strata,06 to 10,2241,Sep-13
936,DUCHESS MANOR,DUCHESS ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,1,1550000,829,Strata,01 to 05,1870,Sep-13
937,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4047228,2110,Strata,06 to 10,1918,Sep-13
938,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1685100,861,Strata,01 to 05,1957,Sep-13
939,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,871660,420,Strata,06 to 10,2076,Sep-13
940,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1726920,850,Strata,06 to 10,2031,Sep-13
941,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1731020,861,Strata,01 to 05,2010,Sep-13
942,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,856080,420,Strata,01 to 05,2039,Sep-13
943,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1358740,678,Strata,01 to 05,2004,Sep-13
944,ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,1,3200000,2056,Strata,01 to 05,1556,Sep-13
945,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,833120,420,Strata,01 to 05,1985,Sep-13
